content,Predicted_Sentiment
sharonsmurfit realdonaldtrump great purchase ireland top spot welcome thank sharon,Neutral
michael ksc realdonaldtrump thedropkicks whether global warming climate change fact cause cannot change,Positive
legitimate article,Neutral
thank jeffrey lord great article discrediting third rate buzzfeed site slimebag reporter mckay coppins piersmorgan amspec,Neutral
bloggers like mckay coppins buzzfeed true garbage credibility record setting crowds speech reported piersmorgan,Neutral
coming together beginning keeping together progress working together success henry ford,Positive
amazing story breitbartnews sleazebag blogger coppins fabricated nonsense irrelevant buzzfeed congrats,Neutral
ben smith really last name buzzfeed total mess probably got minion coppins want,Neutral
spinningdisk realdonaldtrump ignore mr trump waste time sounds like personal problem losers,Neutral
fastercarrrrrrr realdonaldtrump running president 2016 see happens,Negative
rcoldwellbanker wear suit everyday professional top trumptie say top game successful,Positive
wonder much money dumb buzzfeed even dumber ben smith loooose year zero credibility totally irrelevant sad,Neutral
donniehawes 14 days till trumpdoral realdonaldtrump host wgc want miss,Neutral
amarudacosta sadly realdonaldtrump correct south africa level violence irrepressible,Neutral
iamebbot realdonaldtrump jesus would proud donald,Neutral
amspec aiming trump buzzfeed shot credibility realdonaldtrump marklevinshow thanks jeffrey l,Neutral
amspec great job destroying little remaining credibility buzzfeed dumb ben smith,Neutral
samraj25 realdonaldtrump saw many indians mr trump role model libraries trump books super,Negative
nospin 43 realdonaldtrump tan123 climate change allows stay gravy train whatever happens,Positive
crazy worth billions dollars employ thousands people get libeled moron bloggers afford suit wild,Neutral
brasicingbras realdonaldtrump let haters hate mr trump love new trump tie macys trump2016 great,Negative
friend eminofficial fantastic todayshow morning star,Neutral
alexsalmond sought support released terrorist al megrahi blew pan 103 killing aboard said way,Neutral
sovereignchadg pga tour coming trump national march 5th,Neutral
help4celiac realdonaldtrump aeronmalone love doonbeg golf course great news village thanks,Positive
dmcpromotions good buy doonbeg spectacular perched western coast overlooking atlantic wind farm sight thx,Neutral
celebbiach realdonaldtrump irishcentral lodgeatdoonbeg welcome clare thank,Neutral
ructions77 realdonaldtrump hey donald ur new irish golf course close shannon airport yes,Positive
read willweatherford comments lights dimming gambling florida nothing could worse state,Neutral
flgovscott gaming states laughing stupidity approving gaming fl afraid miami believe luck,Neutral
willweatherford flgovscott gaming miami incredible best world create lots jobs revenue,Neutral
davedautel following since book art deal thank words wisdom insights thx,Neutral
graeme123s many trump books desk may well next telling takes thanks,Neutral
internal polling shows would swamp robastorino ny republican primary 77 23 run party unified,Negative
ny state republican party must unify november another disaster,Negative
thank matt boyle breitbartnews analytical well written piece sleazebag blogger mckaycoppins irrelevant buzzfeed,Neutral
ny state repubs waste time energy money primary go 3 1 dems insane,Positive
thank jeffrey lord amspec incredible insightful article weekend failing irrelevant buzzfeed,Neutral
ron fournier actually like,Negative
realhollishicks fucking sick middle east agree trump spending might well take oil,Positive
joerepublic1 mckaycoppins nice punk pen call truce tries show u w bs true thx,Negative
brannstrom realdonaldtrump inspires every day thank,Neutral
governor cuomo right one thing attorney general eric schneiderman wear eyeliner hell,Positive
alexrasey vote realdonaldtrump heartbeat thanks,Positive
tspohn think cool realdonaldtrump ran 2016 get vote great,Neutral
cmac23jenkins dont care old always get pumped listen donald trump really nice sort,Negative
poll miami dade conclusively favor gambling miami willweatherford flgovscott,Neutral
woodrowwinters 3 capable kids run company country needs badly thx,Positive
individual commitment group effort makes team work company work society work civilization work vince lombardi,Neutral
flgovscott create tens thousands jobs approving casinos miami time willweatherford,Neutral
andywhumphreys trump national hudson valley gorgeous course amazing improvements robastorino kieranlalor thx,Neutral
took failed club dutchess county made great success plus many jobs kieranlalor thankful,Positive
kieranlalor created far jobs success dutchess fired,Positive
michelleneuf realdonaldtrump need giuliani whitehouse need crime fighter knows crime creativity,Positive
michaelrcaputo thank support amazing,Neutral
kieranlalor realdonaldtrump add sure tune nbc fall apprentice good point,Positive
kingrex9 michaelwacha nicest course ever played today trump international golf club thank,Negative
megan lumetta first one favorite three donald trumps tweets pretty proud realdonaldtrump great,Positive
walshfreedom realdonaldtrump kieranlalor buy books chocolate water clothing line make money dopey,Neutral
stelmo757 realdonaldtrump kingrex9 michaelwacha come play trump course point charlotte nc disappointed,Positive
davidinspired realdonaldtrump please run president country needs wisdom agree thanks,Positive
marshall cook realdonaldtrump feel kevin leary shark tank reminds much money hair,Neutral
mariofmartinezz realdonaldtrump trump2016,Neutral
timothyrosinski realdonaldtrump run potus win think thank,Positive
chrissstinac realdonaldtrump apprentice coming back air donaldforpresident yes start shooting two weeks season 14,Neutral
lakehostetler realdonaldtrump mr trump nutshell best course action succeed great ideas hard work,Positive
barrman realdonaldtrump run president 2016 would vote,Positive
nsugra realdonaldtrump looking forward going nature walk golf course palosverdes tomorrow daughters great,Positive
bryantcope country needs someone like speaks mind great economics finances trumpforpotus,Positive
michaelkakos realdonaldtrump run first president vote life trump2016,Positive
pekastar realdonaldtrump trump2016 going say thanks,Neutral
alexeveslage realdonaldtrump president could get things done true,Negative
khadeejanicolle realdonaldtrump u run 4 potus way vote republican pls consider running u g8t n thanks,Negative
elnskitty realdonaldtrump brilliant know thanks anyway,Neutral
rampage 31 realdonaldtrump run sir vote trumpforpresident thanks,Positive
mfantauzzo1 please save country mr trump going take business genius clean obamas mistakes got vote,Positive
great works performed strength perseverance samuel johnson,Neutral
great minds purposes others wishes washington irving,Negative
jkmartin16 realdonaldtrump potus 2016 melaniatrump flotus tell certainty would great,Neutral
shapirojd realdonaldtrump rebar trump international chicago awesome,Negative
browardpolitics conservative leader al cardenas describes realdonaldtrump true patriot great,Neutral
tnaps85 donald trump next president america saved ith well world amen alleliua true,Positive
cstevechristyjr realdonaldtrump country needs business man charge afraid call china dt p true,Neutral
chroniclepm realdonaldtrump president ignorant fools understand campaigning dead heads istarttrend,Positive
leoncekakore realdonaldtrump secret behind success good ideas concepts beyond everything never quit,Positive
